Id;Label;EntityType;RiskScore;Date
1005;"No-IP";"Organization";5.0;2022-04-07
1006;"noip.com";"Domain";5.0;2022-04-07
1007;"webhop.me";"Domain";8.0;2022-04-07
1008;"xsph.ru";"Domain";8.0;2022-04-07
1009;"dodortar.ru";"Domain";8.0;2022-04-07
1010;"myftp.org";"Domain";8.0;2022-04-07
1011;"nitikora.ru";"Domain";8.0;2022-04-07
1012;"kopratiso.ru";"Domain";8.0;2022-04-07
1013;"billyhot.ru";"Domain";8.0;2022-04-07
1014;"bilitora.ru";"Domain";8.0;2022-04-07
1015;"ddnsking.com";"Domain";5.0;2022-04-07
1016;"3utilities.com";"Domain";5.0;2022-04-07
1017;"bounceme.net";"Domain";5.0;2022-04-07
1018;"freedynamicdns.net";"Domain";5.0;2022-04-07
1019;"freedynamicdns.org";"Domain";5.0;2022-04-07
1020;"gotdns.ch";"Domain";5.0;2022-04-07
1021;"myddns.me";"Domain";5.0;2022-04-07
1022;"myvnc.com";"Domain";5.0;2022-04-07
1023;"onthewifi.com";"Domain";5.0;2022-04-07
1024;"redirectme.net";"Domain";5.0;2022-04-07
1025;"servebeer.com";"Domain";5.0;2022-04-07
1026;"serveblog.net";"Domain";5.0;2022-04-07
1027;"servecounterstrike.com";"Domain";5.0;2022-04-07
1028;"serveftp.com";"Domain";5.0;2022-04-07
1029;"servegame.com";"Domain";5.0;2022-04-07
1030;"servehalflife.com";"Domain";5.0;2022-04-07
1031;"servehttp.com";"Domain";5.0;2022-04-07
1032;"serveirc.com";"Domain";5.0;2022-04-07
1033;"serveminecraft.net";"Domain";5.0;2022-04-07
1034;"servemp3.com";"Domain";5.0;2022-04-07
1035;"servepics.com";"Domain";5.0;2022-04-07
1036;"servequake.com";"Domain";5.0;2022-04-07
1037;"sytes.net";"Domain";5.0;2022-04-07
1038;"viewdns.net";"Domain";5.0;2022-04-07
1039;"zapto.org";"Domain";5.0;2022-04-07
1040;"DEV-0586";"HackerGroup";9.0;2023-02-23
1041;"UNC2589";"HackerGroup";9.0;2023-02-23
1042;"CredPump";"Software";8.0;2023-02-23
1043;"HoaxPen";"Software";8.0;2023-02-23
1044;"HoaxApe";"Software";8.0;2023-02-23
1045;"P0wnyShell";"Software";8.0;2023-02-23
1046;"GOST";"Software";8.0;2023-02-23
1047;"Industroyer2";"Software";8.0;2022-04-12
1048;"ArguePatch";"Software";8.0;2022-04-12
1049;"TailJump";"Software";8.0;2022-04-12
1050;"ORCSHRED";"Software";8.0;2022-04-12
1051;"SOLOSHRED";"Software";8.0;2022-04-12
1052;"POWERGAP";"Software";8.0;2022-04-12
1053;"Group Policy";"Software";8.0;2022-04-12
1054;"SSH";"Software";8.0;2022-04-12
1055;"високовольтні електричні підстанції";"Infrastructure";8.5;2022-04-12
1056;"Windows workstations and servers";"Device";6.5;2022-04-12
1057;"Linux servers";"Device";6.5;2022-04-12
1058;"Active network equipment";"Device";6.5;2022-04-12
1059;"Ukrainian energy sector";"Sector";7.5;2022-04-12
1060;"UAC-0097";"HackerGroup";9.0;2022-04-14
1061;"CVE-2018-6882";"Software";8.0;2022-04-14
1062;"Zimbra Collaboration Suite";"Software";6.0;2020-10-22
1063;"junit.js";"Software";8.0;2022-04-14
1064;"kmtacn.com";"Domain";8.0;2022-04-14
1065;"jsdelivr.net";"Domain";5.0;2022-04-14
1066;"github.com";"Domain";5.0;2022-04-14
1067;"zimbra.com";"Domain";5.0;2022-04-14
1068;"hotmail.com";"Domain";5.0;2022-04-14
1069;"yandex.ru";"Domain";5.0;2022-04-14
1070;"Zimbra";"Organization";5.0;2022-04-14
1071;"GitHub";"Organization";5.0;2022-04-14
1072;"GzipLoader";"Software";8.0;2022-04-14
1073;"IcedID";"Software";8.0;2022-04-14
1074;"BankBot";"Software";8.0;2022-04-14
1075;"rivertimad.com";"Domain";8.0;2022-04-14
1076;"winuvinnosluk.club";"Domain";8.0;2022-04-14
1077;"successilin.top";"Domain";8.0;2022-04-14
1078;"reteredelete.top";"Domain";8.0;2022-04-14
1079;"naffalno.site";"Domain";8.0;2022-04-14
1080;"ritionalvalueon.top";"Domain";8.0;2022-04-14
1081;"oceriesfornot.top";"Domain";8.0;2022-04-14
1082;"arelyevennot.top";"Domain";8.0;2022-04-14
1083;"dogiraftig.com";"Domain";8.0;2022-04-14
1084;"fikasterwer.top";"Domain";8.0;2022-04-14
1085;"jevejosader.top";"Domain";8.0;2022-04-14
1086;"ertimadifa.com";"Domain";8.0;2022-04-14
1087;"rresteraftin.com";"Domain";8.0;2022-04-14
1088;"ndlestomak.top";"Domain";8.0;2022-04-14
1089;"TrickBot";"HackerGroup";9.0;2022-04-18
1090;"rundll32";"Software";8.0;2022-04-18
1091;"dezword.com";"Domain";8.0;2022-04-18
1092;"agreminj.com";"Domain";8.0;2022-04-18
1093;"akaluij.com";"Domain";8.0;2022-04-18
1094;"anidoz.com";"Domain";8.0;2022-04-18
1095;"apeduze.com";"Domain";8.0;2022-04-18
1096;"apokil.com";"Domain";8.0;2022-04-18
1097;"arentuk.com";"Domain";8.0;2022-04-18
1098;"axikok.com";"Domain";8.0;2022-04-18
1099;"azimurs.com";"Domain";8.0;2022-04-18
1100;"baidencult.com";"Domain";8.0;2022-04-18
1101;"billiopa.com";"Domain";8.0;2022-04-18
1102;"blinkij.com";"Domain";8.0;2022-04-18
1103;"blopik.com";"Domain";8.0;2022-04-18
1104;"borizhog.com";"Domain";8.0;2022-04-18
1105;"britxec.com";"Domain";8.0;2022-04-18
1106;"drimzis.com";"Domain";8.0;2022-04-18
1107;"fluoxi.com";"Domain";8.0;2022-04-18
1108;"shikjil.com";"Domain";8.0;2022-04-18
1109;"shormanz.com";"Domain";8.0;2022-04-18
1110;"verofes.com";"Domain";8.0;2022-04-18
1111;"Cherry Servers";"Organization";5.0;2022-04-18
1112;"HOSTKEY";"Organization";5.0;2022-04-18
1113;"Україна 24";"Organization";8.0;2022-04-19
1114;"domthr.xyz";"Domain";8.0;2022-04-19
1115;"admis.club";"Domain";8.0;2022-04-19
1116;"co-uah.top";"Domain";8.0;2022-04-19
1117;"co-opros.top";"Domain";8.0;2022-04-19
1118;"cerv-gos.top";"Domain";8.0;2022-04-19
1119;"central-gos.top";"Domain";8.0;2022-04-19
1120;"center-gos.top";"Domain";8.0;2022-04-19
1121;"cels-opros.top";"Domain";8.0;2022-04-19
1122;"bul-opros.top";"Domain";8.0;2022-04-19
1123;"brand-gos.top";"Domain";8.0;2022-04-19
1124;"bow-gos.top";"Domain";8.0;2022-04-19
1125;"big-uah.top";"Domain";8.0;2022-04-19
1126;"badge-gos.top";"Domain";8.0;2022-04-19
1127;"apps-opros.top";"Domain";8.0;2022-04-19
1128;"an-gos.top";"Domain";8.0;2022-04-19
1129;"amo-opros.top";"Domain";8.0;2022-04-19
1130;"alf-gos.top";"Domain";8.0;2022-04-19
1131;"alfa-gos.top";"Domain";8.0;2022-04-19
1132;"afi-opros.top";"Domain";8.0;2022-04-19
1133;"aff-opros.top";"Domain";8.0;2022-04-19
1134;"an-ukr.top";"Domain";8.0;2022-04-19
1135;"rbadm.top";"Domain";8.0;2022-04-19
1136;"topadm.top";"Domain";8.0;2022-04-19
1137;"project3.top";"Domain";8.0;2022-04-19
1138;"project2.top";"Domain";8.0;2022-04-19
1139;"admru.top";"Domain";8.0;2022-04-19
1140;"admus.top";"Domain";8.0;2022-04-19
1141;"trueadm.top";"Domain";8.0;2022-04-19
1142;"coinerpay.top";"Domain";8.0;2022-04-19
1143;"admukr.top";"Domain";8.0;2022-04-19
1144;"admukr.club";"Domain";8.0;2022-04-19
1145;"DigitalOcean";"Organization";5.0;2022-04-19
1146;"Hetzner";"Organization";5.0;2022-04-19
1147;"iroko.net";"Organization";5.0;2022-04-19
1148;"NameSilo";"Organization";5.0;2022-04-19
1149;"Aid request COVID-19-04_5_22.xls";"Software";8.0;2022-04-26
1150;"base_update.exe";"Software";8.0;2022-04-26
1151;"UAC-0101";"HackerGroup";9.0;2022-04-28
1152;"BrownFlood";"Software";8.0;2022-04-28
1153;"cmtheodor.be";"Domain";8.0;2022-04-28
1154;"staystrongjewels.com";"Domain";8.0;2022-04-28
1155;"kesp.cl";"Domain";8.0;2022-04-28
1156;"moskeet.com";"Domain";8.0;2022-04-28
1157;"timeandbright.com";"Domain";8.0;2022-04-28
1158;"winchconstruction.com";"Domain";8.0;2022-04-28
1159;"nejsemlama.cz";"Domain";8.0;2022-04-28
1160;"hol.es";"Domain";8.0;2022-04-28
1161;"gocon.in";"Domain";8.0;2022-04-28
1162;"anniversarygiftsforcouples.com";"Domain";8.0;2022-04-28
1163;"granitecsinks.ca";"Domain";8.0;2022-04-28
1164;"easternexecutiveclub.com";"Domain";8.0;2022-04-28
1165;"economiquity.org";"Domain";8.0;2022-04-28
1166;"enlamentedeunasesor.com";"Domain";8.0;2022-04-28
1167;"fan-guy.com";"Domain";8.0;2022-04-28
1168;"garagemusicschool.it";"Domain";8.0;2022-04-28
1169;"iforma.es";"Domain";8.0;2022-04-28
1170;"inter-webservices.com";"Domain";8.0;2022-04-28
1171;"karunadana.org";"Domain";8.0;2022-04-28
1172;"pius-studio.at";"Domain";8.0;2022-04-28
1173;"ludepa.ec";"Domain";8.0;2022-04-28
1174;"e-wwg.com";"Domain";8.0;2022-04-28
1175;"brunoboys.net";"Domain";8.0;2022-04-28
1176;"lesrochersblancs.com";"Domain";8.0;2022-04-28
1177;"lonelyatthetop.com";"Domain";8.0;2022-04-28
1178;"bz.it";"Domain";8.0;2022-04-28
1179;"gopoppers.com";"Domain";8.0;2022-04-28
1180;"aspe.ro";"Domain";8.0;2022-04-28
1181;"podologaneri.it";"Domain";8.0;2022-04-28
1182;"cuts-international.org";"Domain";8.0;2022-04-28
1183;"texlidia.com";"Domain";8.0;2022-04-28
1184;"programasparapc.net";"Domain";8.0;2022-04-28
1185;"sharif.ir";"Domain";8.0;2022-04-28
1186;"xcasinobonuses.net";"Domain";8.0;2022-04-28
1187;"olei.ro";"Domain";8.0;2022-04-28
1188;"floorfix.com.au";"Domain";8.0;2022-04-28
1189;"Meterpreter";"Software";8.0;2022-04-28
1190;"z.ps1";"Software";8.0;2022-04-28
1191;"b.exe";"Software";8.0;2022-04-28
1192;"loader.exe";"Software";8.0;2022-04-28
1193;"УКАЗ ПРЕЗИДЕНТА УКРАЇНИ №151_2022.mp4.lnk";"Software";8.0;2022-04-28
1194;"rs500cosworth.com";"Domain";8.0;2022-04-28
1195;"Кабінет Міністрів України";"Government Body";5.0;2022-04-29
1196;"dis.gov.ua";"Domain";5.0;2022-04-29
1197;"ncscc.gov.ua";"Domain";5.0;2022-04-29
1198;"cisa.gov";"Domain";5.0;2022-04-29
1199;"UkrScanner.rar";"Software";8.0;2022-05-06
1200;"UkrScanner";"Software";8.0;2022-05-06
1201;"ginaengg.com";"Domain";8.0;2022-05-06
1202;"UAC-0104";"HackerGroup";9.0;2022-05-07
1203;"JesterStealer";"Software";8.0;2022-05-07
1204;"xserver.jp";"Domain";8.0;2022-05-07
1205;"igshop.net";"Domain";8.0;2022-05-07
1206;"dcshost.net";"Domain";8.0;2022-05-07
1207;"marmaris.com.ua";"Domain";8.0;2022-05-07
1208;"autodoka.com.ua";"Domain";8.0;2022-05-07
1209;"lightnogu5owjjllyo4tj2sfos6fchnmcidlgo6c7e6fz2hgryhfhoyd.onion";"Domain";8.0;2022-05-07
1210;"wasabiwallet.online";"Domain";8.0;2022-05-07
1211;"Tor network";"Infrastructure";5.0;2022-05-07
1212;"sendmail.website";"Domain";8.0;2022-05-12
1213;"qiwardos.ru";"Domain";8.0;2022-05-12
1214;"milotraf.ru";"Domain";8.0;2022-05-12
1215;"nikotod.ru";"Domain";8.0;2022-05-12
1216;"icanhazip.com";"Domain";5.0;2022-05-12
1217;"facebook.com";"Domain";8.0;2022-05-14
1218;"awa-opros.top";"Domain";8.0;2022-05-14
1219;"ais-gos.top";"Domain";8.0;2022-05-14
1220;"ao-opros.top";"Domain";8.0;2022-05-14
1221;"eti-opros.top";"Domain";8.0;2022-05-14
1222;"eu-opros.top";"Domain";8.0;2022-05-14
1223;"ev-gos.top";"Domain";8.0;2022-05-14
1224;"ew-gos.top";"Domain";8.0;2022-05-14
1225;"for-gos.top";"Domain";8.0;2022-05-14
1226;"fori-opros.top";"Domain";8.0;2022-05-14
1227;"jar-gos.top";"Domain";8.0;2022-05-14
1228;"jel-gos.top";"Domain";8.0;2022-05-14
1229;"jo-opros.top";"Domain";8.0;2022-05-14
1230;"job-opros.top";"Domain";8.0;2022-05-14
1231;"pre-opros.top";"Domain";8.0;2022-05-14
1232;"rea-gos.top";"Domain";8.0;2022-05-14
1233;"tas-gos.top";"Domain";8.0;2022-05-14
1234;"tense-gos.top";"Domain";8.0;2022-05-14
1235;"tio-gos.top";"Domain";8.0;2022-05-14
1236;"top-opros.top";"Domain";8.0;2022-05-14
1237;"ui-opros.top";"Domain";8.0;2022-05-14
1238;"uz-gos.top";"Domain";8.0;2022-05-14
1239;"wers-gos.top";"Domain";8.0;2022-05-14
1240;"wi-opros.top";"Domain";8.0;2022-05-14
1241;"wm-gos.top";"Domain";8.0;2022-05-14
1242;"world-opros.top";"Domain";8.0;2022-05-14
1243;"ws-gos.top";"Domain";8.0;2022-05-14
1244;"ye-gos.top";"Domain";8.0;2022-05-14
1245;"yi-gos.top";"Domain";8.0;2022-05-14
1246;"TSN";"Organization";8.0;2022-05-14
1247;"Safenames";"Organization";5.0;2022-05-14
1248;"MSCommondll.exe";"Software";8.0;2022-06-24
1249;"MSCommonDriver.exe";"Software";8.0;2022-06-24
1250;"Алгоритм_LegalAid.xlsm";"Software";8.0;2022-06-24
1251;"Алгоритм дій членів сім’ї безвісти відсутнього військовослужбовця LegalAid.rar";"Software";8.0;2022-06-24
1252;"plexbd.net";"Domain";8.0;2022-06-24
1253;"gov.ua";"Domain";8.0;2020-10-22
1254;"CVE-2021-40444";"Software";8.0;2022-06-02
1255;"MSDT";"Software";8.0;2022-06-02
1256;"nod-update.it";"Domain";8.0;2022-06-02
1257;"UAC-0145";"HackerGroup";9.0;2023-04-03
1258;"DWAgent";"Software";8.0;2023-04-03
1259;"PinkyAgent";"Software";8.0;2023-04-03
1260;"Python";"Software";8.0;2023-04-03
1261;"Municipal enterprises";"Sector";7.5;2023-04-03
1262;"DWService";"Organization";5.0;2023-04-03
1263;"Microsoft Defender";"Software";5.0;2023-04-03
1264;"Торрент-Толока";"Organization";5.0;2023-04-03
1265;"toloka.to";"Domain";5.0;2023-04-03
1266;"toloka.tv";"Domain";5.0;2023-04-03
1267;"hurtom.com";"Domain";5.0;2023-04-03
1268;"dwservice.net";"Domain";5.0;2023-04-03
1269;"Public sector of Ukraine";"Sector";7.5;2020-10-22
1270;"Commercial sector of Ukraine";"Sector";7.5;2020-10-22
1271;"tasklist";"Software";8.0;2023-04-28
1272;"systeminfo";"Software";8.0;2023-04-28
1273;"mocky.io";"Domain";5.0;2023-04-28
1274;"mockbin.org";"Domain";5.0;2023-04-28
1275;"outlook.com";"Domain";5.0;2023-04-28
1276;"RoarBat";"Software";8.0;2023-04-29
1277;"dd";"Software";8.0;2023-04-29
1278;"UpdateRarService";"Software";8.0;2023-04-29
1279;"CyberArmyofRussia_Reborn";"HackerGroup";5.0;2023-04-29
1280;"UAC-0006";"HackerGroup";9.0;2023-05-05
1281;"HVNC";"Software";8.0;2023-05-05
1282;"pax_2023_ab1058..js";"Software";8.0;2023-05-05
1283;"portable.exe";"Software";8.0;2023-05-05
1284;"homospoison.ru";"Domain";8.0;2023-05-05
1285;"3dstore.pro";"Domain";8.0;2023-05-05
1286;"balkimotion.ru";"Domain";8.0;2023-05-05
1287;"coudzoom.ru";"Domain";8.0;2023-05-05
1288;"criticalosl.tech";"Domain";8.0;2023-05-05
1289;"humanitarydp.ug";"Domain";8.0;2023-05-05
1290;"ipodromlan.ru";"Domain";8.0;2023-05-05
1291;"lamazone.site";"Domain";8.0;2023-05-05
1292;"ligaspace.ru";"Domain";8.0;2023-05-05
1293;"maximprofile.net";"Domain";8.0;2023-05-05
1294;"redport80.ru";"Domain";8.0;2023-05-05
1295;"shopersport.ru";"Domain";8.0;2023-05-05
1296;"sindoproperty.org";"Domain";8.0;2023-05-05
1297;"superboler.com";"Domain";8.0;2023-05-05
1298;"zaliphone.com";"Domain";8.0;2023-05-05
1299;"atl.ua";"Domain";8.0;2023-05-05
1300;"kr-admin.gov.ua";"Domain";8.0;2023-05-05
1301;"mayak.dp.ua";"Domain";8.0;2023-05-05
1302;"Enterprise accountants";"Sector";7.5;2023-05-05
1303;"UAC-0063";"HackerGroup";9.0;2023-05-22
1304;"HATVIBE";"Software";8.0;2023-05-22
1305;"LOGPIE";"Software";8.0;2023-05-22
1306;"CHERRYSPY";"Software";8.0;2023-05-22
1307;"STILLARCH";"Software";8.0;2023-05-22
1308;"DOWNEX";"Software";8.0;2023-05-22
1309;"PyArmor";"Software";8.0;2023-05-22
1310;"diagnostic-resolver.com";"Domain";8.0;2023-05-22
1311;"ms-webdav-miniredir.com";"Domain";8.0;2023-05-22
1312;"net-certificate.services";"Domain";8.0;2023-05-22
1313;"Embassy of Tajikistan in Ukraine";"Government Body";9.5;2023-05-22
1314;"Tajikistan";"Country";10.0;2023-05-22
1315;"Mongolia";"Country";8.0;2023-05-22
1316;"Kazakhstan";"Country";8.0;2023-05-22
1317;"Kyrgyzstan";"Country";8.0;2023-05-22
1318;"Israel";"Country";8.0;2023-05-22
1319;"Bitdefender";"Organization";5.0;2023-05-22
1320;"Namecheap";"Organization";5.0;2023-05-22
1321;"Linode";"Organization";5.0;2023-05-22
1322;"VPS.AG";"Organization";5.0;2023-05-22
1323;"4vendeta";"Organization";5.0;2023-05-22
1324;"polinamailserverip.ru";"Domain";8.0;2023-05-29
1325;"alegoomaster.com";"Domain";8.0;2023-05-29
1326;"azartnyjboy.com";"Domain";8.0;2023-05-29
1327;"droopily.eu";"Domain";8.0;2023-05-29
1328;"filterfullproperty.ru";"Domain";8.0;2023-05-29
1329;"freesitucionap.com";"Domain";8.0;2023-05-29
1330;"gondurasonline.ug";"Domain";8.0;2023-05-29
1331;"hopentools.site";"Domain";8.0;2023-05-29
1332;"infomalilopera.ru";"Domain";8.0;2023-05-29
1333;"jkghdj2993jdjjdjd.ru";"Domain";8.0;2023-05-29
1334;"jskgdhjkdfhjdkjhd844.ru";"Domain";8.0;2023-05-29
1335;"kismamabeforyougo.com";"Domain";8.0;2023-05-29
1336;"kissmafiabeforyoudied.eu";"Domain";8.0;2023-05-29
1337;"kjhgdj99fuller.ru";"Domain";8.0;2023-05-29
1338;"nabufixservice.name";"Domain";8.0;2023-05-29
1339;"premiumjeck.site";"Domain";8.0;2023-05-29
1340;"prostotaknet.net";"Domain";8.0;2023-05-29
1341;"verycheap.store";"Domain";8.0;2023-05-29
1342;"zaikaopentra-com-ug.online";"Domain";8.0;2023-05-29
1343;"zaikaopentra.com.ug";"Domain";8.0;2023-05-29
1344;"zakolibal.online";"Domain";8.0;2023-05-29
1345;"zalamafiapopcultur.eu";"Domain";8.0;2023-05-29
1346;"REG.RU";"Organization";5.0;2023-05-29
1347;"nic.ru";"Organization";5.0;2023-05-29
1348;"iqhost.ru";"Organization";5.0;2023-05-29
1349;"macloud.ru";"Organization";5.0;2023-05-29
1350;"cloudx.ru";"Organization";5.0;2023-05-29
1351;"EGIHosting";"Organization";5.0;2023-05-29
1352;"STARK INDUSTRIES SOLUTIONS LTD";"Organization";5.0;2023-05-29
1353;"Єдина судова інформаційно-телекомунікаційна система (ЄСІТС)";"Infrastructure";5.0;2023-06-02
1354;"court.gov.ua";"Domain";5.0;2023-06-02
1355;"sec-t.info";"Domain";8.0;2023-06-02
1356;"tgeo.link";"Domain";8.0;2023-06-02
1357;"cloue.link";"Domain";8.0;2023-06-02
1358;"me-cloud.link";"Domain";8.0;2023-06-02
1359;"account.associates";"Domain";8.0;2023-06-02
1360;"4-t.me";"Domain";8.0;2023-06-02
1361;"i1t.me";"Domain";8.0;2023-06-02
1362;"t--t.me";"Domain";8.0;2023-06-02
1363;"0-t.me";"Domain";8.0;2023-06-02
1364;"7tt.me";"Domain";8.0;2023-06-02
1365;"eu.com";"Domain";8.0;2023-06-02
1366;"pomoshnikrbx.site";"Domain";8.0;2023-06-02
1367;"telegrad.info";"Domain";8.0;2023-06-02
1368;"chimeramarket24.online";"Domain";8.0;2023-06-02
1369;"chimeramarketplace24.online";"Domain";8.0;2023-06-02
1370;"chimeramarketplace.online";"Domain";8.0;2023-06-02
1371;"chimera-shop24.online";"Domain";8.0;2023-06-02
1372;"elyslink.online";"Domain";8.0;2023-06-02
1373;"cyou";"Domain";8.0;2023-06-02
1374;"telegraom.me";"Domain";8.0;2023-06-02
1375;"tme-id.ru";"Domain";8.0;2023-06-02
1376;"tme-id.com";"Domain";8.0;2023-06-02
1377;"apitelegram.org";"Domain";8.0;2023-06-02
1378;"tronogram.com";"Domain";8.0;2023-06-02
1379;"jokoloret.ru";"Domain";8.0;2023-06-02
1380;"teleqram.info";"Domain";8.0;2023-06-02
1381;"cloudlnk.org";"Domain";8.0;2023-06-02
1382;"lolifans.ru";"Domain";8.0;2023-06-02
1383;"00-l.ru";"Domain";8.0;2023-06-02
1384;"swinj.online";"Domain";8.0;2023-06-02
1385;"claud.in";"Domain";8.0;2023-06-02
1386;"tsecurity.sbs";"Domain";8.0;2023-06-02
1387;"vote-me.top";"Domain";8.0;2023-06-02
1388;"konkurs-events.top";"Domain";8.0;2023-06-02
1389;"freeusadatingxxx.online";"Domain";8.0;2023-06-02
1390;"webk-telegram.icu";"Domain";8.0;2023-06-02
1391;"webk-telegram.sbs";"Domain";8.0;2023-06-02
1392;"golos2023q.ru";"Domain";8.0;2023-06-02
1393;"telegram-click.ru";"Domain";8.0;2023-06-02
1394;"confirm-agent.online";"Domain";8.0;2023-06-02
1395;"microjob.mn";"Domain";8.0;2023-06-02
1396;"teierqam.org";"Domain";8.0;2023-06-02
1397;"telegram-mobile.ru";"Domain";8.0;2023-06-02
1398;"telegram-wed.id";"Domain";8.0;2023-06-02
1399;"tg-me.pro";"Domain";8.0;2023-06-02
1400;"telegram-wap.me";"Domain";8.0;2023-06-02
1401;"telesecurity.org";"Domain";8.0;2023-06-02
1402;"truffa.online";"Domain";8.0;2023-06-02
1403;"t-me.io";"Domain";8.0;2023-06-02
1404;"golosdruga.ru";"Domain";8.0;2023-06-02
1405;"webz-telegram.sbs";"Domain";8.0;2023-06-02
1406;"telegram.uk.net";"Domain";8.0;2023-06-02
1407;"teiegram1.me";"Domain";8.0;2023-06-02
1408;"teiergam.com";"Domain";8.0;2023-06-02
1409;"LONEPAGE";"Software";8.0;2023-06-05
1410;"THUMBCHOP";"Software";8.0;2023-06-05
1411;"CLOGFLAG";"Software";8.0;2023-06-05
1412;"SEAGLOW";"Software";8.0;2023-06-05
1413;"OVERJAM";"Software";8.0;2023-06-05
1414;"Ukrainian media representatives (editors)";"Sector";7.5;2023-06-05
1415;"PicassoLoader";"Software";8.0;2023-06-16
1416;"PhotoMetadataHandler.dll";"Software";8.0;2023-06-16
1417;"yotsubasociety.website";"Domain";8.0;2023-06-16
1418;"bourns.space";"Domain";8.0;2023-06-16
1419;"Національний університет оборони України імені Івана Черняхівського";"Organization";8.0;2023-06-16
1420;"Roundcube";"Software";6.0;2023-06-20
1421;"CVE-2020-35730";"Software";8.0;2023-06-20
1422;"CVE-2021-44026";"Software";8.0;2023-06-20
1423;"CVE-2020-12641";"Software";8.0;2023-06-20
1424;"e.js";"Software";8.0;2023-06-20
1425;"q.js";"Software";8.0;2023-06-20
1426;"c.js";"Software";8.0;2023-06-20
1427;"global-world-news.net";"Domain";8.0;2023-06-20
1428;"global-news-world.com";"Domain";8.0;2023-06-20
1429;"aneria.net";"Domain";8.0;2023-06-20
1430;"armpress.net";"Domain";8.0;2023-06-20
1431;"ceriossl.info";"Domain";8.0;2023-06-20
1432;"fountainrate.com";"Domain";8.0;2023-06-20
1433;"lonejade.com";"Domain";8.0;2023-06-20
1434;"modeselling.com";"Domain";8.0;2023-06-20
1435;"oncetrips.com";"Domain";8.0;2023-06-20
1436;"vtxhospital.com";"Domain";8.0;2023-06-20
1437;"meta.ua";"Domain";8.0;2023-06-20
1438;"NV";"Organization";5.0;2023-06-20
1439;"nv.ua";"Domain";5.0;2023-06-20
1440;"Recorded Future";"Organization";5.0;2023-06-20
1441;"UAC-0102";"HackerGroup";9.0;2023-06-19
1442;"cm1-ukr.net";"Domain";8.0;2023-06-19
1443;"regs-ukr.net";"Domain";8.0;2023-06-19
1444;"se-ukr.net";"Domain";8.0;2023-06-19
1445;"sb-ukr.net";"Domain";8.0;2023-06-19
1446;"om-ukr.net";"Domain";8.0;2023-06-19
1447;"mst-ukr.net";"Domain";8.0;2023-06-19
1448;"f3-ukr.net";"Domain";8.0;2023-06-19
1449;"dat1-ukr.net";"Domain";8.0;2023-06-19
1450;"8-ukr.net";"Domain";8.0;2023-06-19
1451;"5-ukr.net";"Domain";8.0;2023-06-19
1452;"4e-ukr.net";"Domain";8.0;2023-06-19
1453;"v-ukr.net";"Domain";8.0;2023-06-19
1454;"verify-ukr.net";"Domain";8.0;2023-06-19
1455;"v1-ukr.net";"Domain";8.0;2023-06-19
1456;"tc-ukr.net";"Domain";8.0;2023-06-19
1457;"signup-ukr.net";"Domain";8.0;2023-06-19
1458;"score-ukr.net";"Domain";8.0;2023-06-19
1459;"p3-ukr.net";"Domain";8.0;2023-06-19
1460;"k-ukr.net";"Domain";8.0;2023-06-19
1461;"k1-ukr.net";"Domain";8.0;2023-06-19
1462;"details-ukr.net";"Domain";8.0;2023-06-19
1463;"1-ukr.net";"Domain";8.0;2023-06-19
1464;"0-ukr.net";"Domain";8.0;2023-06-19
1465;"uf1-ukr.net";"Domain";8.0;2023-06-19
1466;"mx3-ukr.net";"Domain";8.0;2023-06-19
1467;"lvc-ukr.net";"Domain";8.0;2023-06-19
1468;"bnt-ukr.net";"Domain";8.0;2023-06-19
1469;"private-ukr.net";"Domain";8.0;2023-06-19
1470;"msx-ukr.net";"Domain";8.0;2023-06-19
1471;"edisk-ukr.net";"Domain";8.0;2023-06-19
1472;"cck-ukr.net";"Domain";8.0;2023-06-19
1473;"news-ukr.net";"Domain";8.0;2023-06-19
1474;"password-ukr.net";"Domain";8.0;2023-06-19
1475;"accounts-s-ukr.net";"Domain";8.0;2023-06-19
1476;"kt-ukr.net";"Domain";8.0;2023-06-19
1477;"a3-ukr.net";"Domain";8.0;2023-06-19
1478;"uo-ukr.net";"Domain";8.0;2023-06-19
1479;"bh-ukr.net";"Domain";8.0;2023-06-19
1480;"lv-ukr.net";"Domain";8.0;2023-06-19
1481;"kg-ukr.net";"Domain";8.0;2023-06-19
1482;"dx-ukr.net";"Domain";8.0;2023-06-19
1483;"kb-ukr.net";"Domain";8.0;2023-06-19
1484;"tt-ukr.net";"Domain";8.0;2023-06-19
1485;"o1-ukr.net";"Domain";8.0;2023-06-19
1486;"hj-ukr.net";"Domain";8.0;2023-06-19
1487;"uq-ukr.net";"Domain";8.0;2023-06-19
1488;"serv1-ukr.net";"Domain";8.0;2023-06-19
1489;"rew-ukr.net";"Domain";8.0;2023-06-19
1490;"vv-ukr.net";"Domain";8.0;2023-06-19
1491;"lc-ukr.net";"Domain";8.0;2023-06-19
1492;"td-ukr.net";"Domain";8.0;2023-06-19
1493;"mf-ukr.net";"Domain";8.0;2023-06-19
1494;"reg-ukr.net";"Domain";8.0;2023-06-19
1495;"el-ukr.net";"Domain";8.0;2023-06-19
1496;"acc-ukr.net";"Domain";8.0;2023-06-19
1497;"login-ukr.net";"Domain";8.0;2023-06-19
1498;"confirm-ukr.net";"Domain";8.0;2023-06-19
